type,iter,elapsed_time,token/s,th_stop_draft,skipped_attn,skipped_mlp
base,0,62.18587374687195,4.1166905693413565,0.6,0,0
ssd,0,57.123753786087036,4.4814982040334845,0.8010000000000027,14,13
ssd,1,45.56955146789551,5.61778625757061,0.7420000000000019,15,13
ssd,2,46.7986798286438,5.470239778928797,0.7430000000000021,10,13
ssd,3,66.13771080970764,3.8707115330400055,0.8460000000000027,20,18
ssd,4,63.8244104385376,4.011004539501794,0.8330000000000027,17,16
ssd,5,61.33449053764343,4.17383429382009,0.8280000000000027,16,14
ssd,6,63.95901608467102,4.002563136072933,0.8410000000000027,25,14
ssd,7,63.40908169746399,4.037276572170238,0.8280000000000027,17,17
ssd,8,59.29929184913635,4.317083594375646,0.8120000000000027,14,15
ssd,9,57.59163188934326,4.445090225814042,0.8050000000000028,16,15
ssd,10,65.68897032737732,3.8971534905199507,0.8320000000000027,14,20
ssd,11,66.38030099868774,3.8565658207102858,0.8480000000000028,24,18
ssd,12,64.11525392532349,3.9928095784845383,0.8330000000000027,17,16
ssd,13,57.35116171836853,4.4637282372260625,0.8020000000000027,16,16
ssd,14,66.90831184387207,3.8261315066111066,0.8400000000000027,17,17
ssd,15,68.47987341880798,3.73832466707933,0.8410000000000027,12,14
ssd,16,67.07157397270203,3.8168181367592684,0.8440000000000027,12,20
ssd,17,59.36423659324646,4.312360685341041,0.8090000000000027,14,14
ssd,18,62.252623081207275,4.11227651670281,0.8230000000000027,12,19
ssd,19,63.38530731201172,4.038790862681314,0.8310000000000027,17,19
ssd,20,64.29053020477295,3.9819239191932265,0.8360000000000027,18,15
ssd,21,56.189687967300415,4.555996113539181,0.7930000000000026,13,10
ssd,22,58.97396636009216,4.340898464194802,0.8050000000000027,14,14
ssd,23,58.71946120262146,4.359713027962375,0.8100000000000027,14,13
ssd,24,51.22166466712952,4.99788520470095,0.7710000000000024,11,13
ssd,25,64.57692360877991,3.964264410471144,0.8440000000000027,17,20
ssd,26,54.79457640647888,4.6719952372828395,0.7770000000000024,12,12
ssd,27,63.32871437072754,4.042400079391648,0.8290000000000027,16,15
ssd,28,60.735260248184204,4.215014457069913,0.8120000000000027,16,14
ssd,29,61.29031014442444,4.176842952772825,0.8180000000000027,13,19
ssd,30,61.21012234687805,4.182314790178768,0.8240000000000027,19,18
ssd,31,57.0770058631897,4.485168696718557,0.8050000000000027,17,12
ssd,32,63.23301649093628,4.048517913686668,0.8370000000000027,22,17
ssd,33,71.48575925827026,3.5811328389910484,0.8460000000000027,10,20
ssd,34,63.228477239608765,4.048808561842633,0.8240000000000027,17,13
ssd,35,61.69204878807068,4.149643349979041,0.8230000000000027,18,18
ssd,36,56.02223062515259,4.569614546641461,0.7980000000000026,14,16
ssd,37,63.36894512176514,4.039833699426258,0.8320000000000027,22,18
ssd,38,52.31700944900513,4.893246053169963,0.7800000000000024,14,12
ssd,39,64.43753623962402,3.972839666743498,0.8260000000000027,15,19
ssd,40,66.67757439613342,3.839371817563376,0.8470000000000028,18,17
ssd,41,64.6133930683136,3.962026877761081,0.8340000000000027,16,20
ssd,42,62.68538761138916,4.083886368973939,0.8210000000000027,13,16
ssd,43,57.018478870391846,4.489772527638121,0.7900000000000028,14,12
ssd,44,65.4935655593872,3.908780928530581,0.8390000000000027,17,17
ssd,45,68.41317224502563,3.7419694424214325,0.8330000000000027,11,18
ssd,46,60.382599115371704,4.239632009063843,0.8150000000000027,15,17
ssd,47,61.97379755973816,4.130778007483484,0.8240000000000027,21,11
ssd,48,58.59276032447815,4.369140463468685,0.7990000000000026,12,15
ssd,49,59.37243962287903,4.311764879901466,0.8140000000000027,16,16
ssd,50,62.2847638130188,4.110154463594365,0.8300000000000027,18,20
ssd,51,63.26310086250305,4.046592666337904,0.8260000000000027,16,17
ssd,52,63.82561731338501,4.010928695652642,0.8330000000000027,19,17
ssd,53,44.064950942993164,5.8096059231108015,0.7240000000000018,10,11
ssd,54,47.706902742385864,5.366099773493642,0.751000000000002,11,10
ssd,55,42.10723352432251,6.0797154924017045,0.7110000000000022,10,9
ssd,56,40.44183278083801,6.330079088831426,0.7180000000000015,14,11
ssd,57,43.21077108383179,5.9244487792949325,0.7320000000000022,11,9
ssd,58,43.087443828582764,5.941406062946306,0.7190000000000016,12,9
ssd,59,40.885852336883545,6.261334553836848,0.7090000000000014,10,9
ssd,60,49.200852155685425,5.203161912520205,0.751000000000002,14,9
ssd,61,36.405903577804565,7.031826567712892,0.6940000000000014,11,9
ssd,62,44.680214405059814,5.729605450841553,0.7410000000000019,12,10
ssd,63,37.74255585670471,6.782794492560135,0.6920000000000016,12,7
ssd,64,37.37752604484558,6.84903542553488,0.6870000000000014,12,7
ssd,65,39.35656523704529,6.504632669495101,0.7120000000000015,13,8
ssd,66,36.226603746414185,7.066629866602928,0.6840000000000013,11,6
ssd,67,38.014928579330444,6.734196526655921,0.7060000000000014,10,7
ssd,68,36.30625653266907,7.051126291955941,0.6870000000000012,10,6
ssd,69,33.524553298950195,7.636194216136402,0.679000000000001,11,4
ssd,70,35.907174587249756,7.129494396111656,0.6960000000000013,12,5
ssd,71,42.01762342453003,6.092681573478674,0.6710000000000016,11,3
ssd,72,37.84775495529175,6.763941488799111,0.7020000000000015,12,6
