config,model_id,num_offload,type,task,latency(item/s),elapsed_time(s),length,rouge-1,rouge-2,rouge-l,rouge-lsum,model_memory(gb),peak_memory(gb),n_shot,num_iter
motivation,microsoft/Phi-3-mini-4k-instruct,0,base,xsum,5.6704528570175174,283.52264285087585,50,0.19902924174845282,0.04525820319971175,0.13529102126900378,0.1352084535406345,7.117574691772461,12.350349426269531,1,1
motivation,microsoft/Phi-3-mini-4k-instruct,0,base,cnn_dailymail,11.97235599040985,598.6177995204926,50,0.281950312982069,0.11356211880599942,0.18563015650198084,0.18657187584131457,7.117574691772461,16.720233917236328,1,1
motivation,microsoft/Phi-3-mini-4k-instruct,0,ssd_naive,xsum,5.9646056413650514,298.23028206825256,50,0.20538411573049797,0.048739935407212186,0.13850743683543726,0.13801119204612378,7.117574691772461,12.35034990310669,1,1
motivation,microsoft/Phi-3-mini-4k-instruct,0,ssd_naive,cnn_dailymail,12.87019441127777,643.5097205638885,50,0.29524465314718107,0.1169010088092682,0.1929930955938124,0.19199220170873837,7.117574691772461,16.720234394073486,1,1
motivation,microsoft/Phi-3-mini-4k-instruct,0,ssd,xsum,5.962733726501465,298.13668632507324,50,0.20453628359858073,0.04973306141339273,0.13845364777981845,0.13795213854619134,7.117574691772461,12.35034990310669,1,1
motivation,microsoft/Phi-3-mini-4k-instruct,0,ssd,cnn_dailymail,12.867604641914367,643.3802320957184,50,0.2945883877024838,0.1163194858224872,0.1917526458734131,0.1926175795969875,7.117574691772461,16.720234394073486,1,1
