config,model_id,num_offload,type,task,latency(item/s),elapsed_time(s),length,rouge-1,rouge-2,rouge-l,rouge-lsum,model_memory(gb),peak_memory(gb),n_shot,num_iter
motivation,microsoft/Phi-3-medium-4k-instruct,6,base,xsum,255.53258002758025,12776.629001379013,50,0.0690853051827917,0.018736579263657543,0.058170865734343116,0.058126095111797546,22.262510299682617,26.11366033554077,1,1
motivation,microsoft/Phi-3-medium-4k-instruct,6,base,cnn_dailymail,253.39560409069063,12669.78020453453,50,0.1457618956869684,0.055097539170431795,0.11374493283712989,0.11369931789870077,22.262510299682617,29.095442295074463,1,1
motivation,microsoft/Phi-3-medium-4k-instruct,6,ssd_naive,xsum,264.344482922554,13217.2241461277,50,0.06825548507632773,0.016944795578688502,0.05676277371050877,0.05672767124549759,22.262510299682617,26.11366081237793,1,1
motivation,microsoft/Phi-3-medium-4k-instruct,6,ssd_naive,cnn_dailymail,290.6814011049271,14534.070055246353,50,0.14382015304420415,0.05474453695876316,0.1125104408844818,0.11238333508488949,22.262510299682617,29.095933437347412,1,1
motivation,microsoft/Phi-3-medium-4k-instruct,6,ssd,xsum,120.65076058864594,6032.538029432297,50,0.06849325401694065,0.016861501918885073,0.0568298808206722,0.056941356220953705,22.262510299682617,26.11366081237793,1,1
motivation,microsoft/Phi-3-medium-4k-instruct,6,ssd,cnn_dailymail,151.26958834171296,7563.479417085648,50,0.14318050384134473,0.05443235346089208,0.11275850063350903,0.11269625472477413,22.262510299682617,29.09668254852295,1,1
